1::George Lucas::420
4460::Trine Dyrholm::2360
4461::Helle Dolleris::2360
4462::Therese Glahn::2360
4463::Klaus Bondam::2360|3320
4464::Bjarne Henriksen::2360
4465::Gbatokai Dakinah::2360
4467::Lars Brygmann::2360
4468::Lene Laub Oksen::2360|3320
4469::Linda Laursen::2360
4470::John Boas::2360
4471::Erna Boas::2360
4480::Kaj Rasmussen::2360
4481::Robert Strandgård::2360
4482::Gry Worre Hallberg::2360
4483::Dustin Hoffman::292|806|1061|1247|1667|1747|1779|1952|1955|1961|2252|2616|3037|3053|3198|3489|3551
4491::Jennifer Aniston::779|804|1593|1821|1902|2502|2761
4492::Philip Baker Hall::61|259|1551|1608|1673|1682|1864|2248|2273|3006|3104|3160|3176|3513|3952
4494::Lisa Ann Walter::656|2059
4495::Steve Carell::1824
4496::Nora Dunn::360|627|1187|1883|2152|2245|2718|2890|3326
4498::Paul Satterfield::3017
4506::James D. Brubaker::3821
4510::Harry Bugin::100|471|1558|1732|3514
4511::Mark Adair-Rios::647|1457|1556|1911|3243
4512::James Woods::14|16|315|459|874|1227|1401|1566|1584|1622|2328|2440|2561|2688|2787|3173|3180|3194|3206|3556
4513::Elizabeth McGovern::33|447|483|1227|1683|1956|2675|2743|2753
4514::Tuesday Weld::697|1227|2182|3020
4515::Treat Williams::81|707|761|1227|1488|1762|2546|3734
4516::James Hayden::1227
4517::Joe Pesci::16|428|450|478|586|870|1213|1227|1228|1503|1918|2001|2002|2302|2953|3386|3846
4518::Larry Rapp::1227
4520::William Forsythe::81|338|694|733|1112|1227|1394|1744|2616|2860|3146
4521::Burt Young::1227|1252|1326|1335|1600|1622|1954|2347|2409|2410|2411|2412|2416|2805|3212
4529::Sylvie Testud::1893
4530::Tatjana Trieb::1893
4531::Howie Seago::1893
4532::Emmanuelle Laborit::1893
4533::Sibylle Canonica::1893
4534::Matthias Habich::1893
4535::Alexandra Bolz::1893
4536::Hansa Czypionka::1893
4537::Doris Schade::1893
4538::Horst Sachtleben::1893
4539::Hubert Mulzer::1893
4540::Birge Schade::989|1893|2162
4541::Stephan Kampwirth::1893
4542::Lea Mekhméche::1893
4543::Laurel Severin::1893
4544::Selestina Stanissavijevic::1893
4545::Julia Lorbeer::1893
4546::Anna Bickhofer::1893
4547::Stefan Spreer::1893
4549::Karin Lehmann::1893
4550::Stefan von Moers::1893
4551::Marta Rodríguez::1893
4552::Jutta Schaad::1893
4553::Giora Feidman::1893|2493
4554::Ute Cremer::1893
4555::Franz Hanfstingl::1893
4563::Susann Bieling::1893
4566::Alan Rickman::17|148|991|1027|1036|1171|1728|3052|3175
4568::Jayne Eastwood::317|1463|3537
4569::David Fox::49
4572::James Allodi::1704|3795
4573::Selina Cadell::272|1684|3547
4581::Steve Coogan::60
4587::Halle Berry::120|122|271|355|494|511|639|992|1490|1883|2190|3426|3793
4589::Benjamin Bratt::349|376|442|3325
4592::Tura Satana::390|3076
4593::Haji::390
4594::Lori Williams::390
4595::Sue Bernard::390
4596::Stuart Lancaster::390|1377|2291
4597::Paul Trinka::390
4598::Dennis Busch::390
4599::Ray Barlow::390
4600::Joe Dante::2270|3024|3709
4602::Jon Tenney::169|420|484|553|761|1457|1767|1824|2811
4603::Joey Travolta::420
4604::Theresa Randle::145|420|639|673|1591|1785|2350|2982|3246|3426|3727
4605::Eugene Collier::420
4606::Jimmy Ortega::420|996|1769|2328
4607::Ousaun Elam::95|420|1385|2912
4608::Ray Lykins::420
4609::Tim Gilbert::420
4610::John Landis::895|1220|1667|2531|3149|3398|3421|3709|3760|3836
4635::Mirjana Karanović::665|2830
4640::Dejan Aćimović::1616
4641::Bogdan Diklić::2830
4654::Jeremy Davies::282|574|736|1628|2028|2560|3580
4655::Carlo Simi::3681
4661::Benito Stefanelli::1201|2951|3479|3681
4665::Josh Cruze::1457|1599|1806
4666::Angela Lanza::163|294|1457
4669::Claudio Mancini::1209
4679::John Furlong::390|2328|3529
4685::Michael Finn::390
4687::Patricia Arquette::125|155|235|555|993|1040|1355|1464|1970|2441|2586|2840|2976
4688::Michael Rapaport::52|94|147|259|358|510|528|555|612|1432|1510|1589|1622|1783|1842|2343|2722|3323|3618|3943
4689::Bronson Pinchot::420|555|647|830|1843|1881|2915|3308
4690::Christopher Walken::81|89|152|188|296|555|851|996|1114|1230|1263|1377|1458|1605|1713|1756|1785|1799|2118|2294|2376|2496|2767|2892|3081|3254|3758|3860
4691::James Gandolfini::21|79|161|499|548|555|1404|1600|1754|2310|2433|2505
4692::Frank Adonis::79|344|545|555|1213|1228|1785|3272|3328|3445|3509|3782
4693::Paul Bates::193|499|555|1363|2676|3130|3557
4719::Questlove::3943
4724::Kevin Bacon::13|150|280|376|414|1061|1593|1651|1805|1974|2233|2268|2841|2849|3386|3421|3543|3686|3791|3826
4726::Marcia Gay Harden::375|743|830|848|1245|1484|1598|1702|2340|3827
4728::Kevin Chapman::2281|2812|3148|3275
4729::Tom Guiry::484|3555|3950
4732::Adam Nelson::1127|1655
4734::Jenny O'Hara::1623
4735::John Doman::831|1405|1589|1833|1890
4742::Tori Davis::125
4750::Scott Schutzman Tiler::1227
4751::Rusty Jacobs::1227
4752::Adrian Curran::1227
4753::Brian Bloom::1227
4754::Noah Moazezi::1227
4756::Matthew Broderick::364|369|518|784|993|1242|1541|1882|2599|2720|2918|3479|3497
4757::Rupert Everett::87|272|305|735|1569|1770|2396|2622|2720|3325
4758::Joely Fisher::275|367|472|2720
4761::Darlanne Fluegel::1227|2457|2472|2514|3445
4764::John C. Reilly::55|337|376|703|1100|1355|1673|2264|2427|2581|2861|3160|3755|3888
4765::Jason Robards::371|508|569|1209|1624|2097|2314|2988|3002|3066|3160|3403|3449|3497|3526
4766::Melora Walters::235|429|786|1102|1246|1673|3160
4771::Aimee Mann::1732
4773::Mike Monetti::1227
4774::Jim Brown::732|1391|1840|1920|2944|3173|3698
4776::Michael Murphy::384|433|869|1244|1294|1377|1476|2303|2919|3093|3879
4777::Emmanuel Johnson::3160
4778::Melinda Dillon::46|203|1140|2804|3160|3371|3388|3471|3528
4779::Jeremy Blackman::3160
4783::Sam Neill::43|407|480|509|537|687|868|1306|1516|1590|1610|1727|2758|3156|3203|3211|3621
4784::Laura Dern::480|507|1392|1397|2076|2501
4785::Jeff Goldblum::24|186|240|480|725|780|1230|1231|1313|1544|2303|2306|2352|2394|2455|2456|2733|3323|3430
4786::Richard Attenborough::277|480|1262|1411|1544|2135|2270|2336
4787::Joseph Mazzello::201|219|376|480|534|1544|1750|2236
4788::Ariana Richards::480|700|1544|2400
4789::Bob Peck::480|1044|1480|1654
4790::Martin Ferrero::6|21|480|2333|2343|2374|3268|3442|3805
4791::Greg Burson::480|1731|2800
4800::Gena Rowlands::138|195|702|1038|1279|1600|1806|1888|2310|2443|2755|3283|3737
4801::Lisanne Falk::1279|1285|1799|2248|2326
4802::Alan Randolph Scott::1279
4803::Anthony Portillo::1279
4808::Giancarlo Esposito::4|50|156|189|194|456|1171|1279|1440|1785|1791|2119|2199|2369|3039|3057|3246|3423|3424|3425|3700
4810::Rosie Perez::361|448|795|1279|1510|3263|3424|3483
4811::Richard Boes::624|714|1051|1273|1279|3521|3925
4812::Isaach de Bankolé::1279|2276|3328
4813::Béatrice Dalle::1279|1369
4814::Pascal N'Zonzi::1279
4815::Emile Abossolo M'bo::1279
4816::Noel Kaufmann::1279
4817::Stéphane Boucher::715|1279
4818::Roberto Benigni::1273|1279|2324|2593
4819::Paolo Bonacelli::856|1279|2862|3498
4820::Gianni Schettini::1279
4821::Antonio Ragusa::1279
4822::Nicola Facondo::1279
4823::Camilla Begnoni::1279
4824::Romolo Di Biasi::1279
4825::Donatella Servadio::1279
4826::Matti Pellonpää::1279
4828::Sakari Kuosmanen::1279
4829::Tomi Salmela::1279
4830::Eija Vilpas::1279
4831::Jaakko Talaskivi::1279
4832::Klaus Heydemann::1279
4834::Jim Stark::3521
4852::Boris Lyoskin::1580|3874
4865::Paul Cantelon::376
4885::Emmanuelle Béart::264|645|648|1132|3393|3749
4886::Norman Reedus::1603|2505|2543|2680|3275|3553
4887::Joe Grifasi::20|67|153|288|370|471|605|764|1263|1441|2100|2343|2347|2574|3072|3090|3308|3763|3868
4889::Kim Director::1840|2702
4890::Brian Tarantina::74|431|525|1113|1466|2702|3176|3476|3828
4891::Patrick Collins::2255
4892::Chuck Cooper::79|505|3178|3860
4922::Ralf Richter::643|644|1233
4924::Martin Semmelrogge::1233
4935::Pete Postlethwaite::50|475|653|661|1059|1320|1408|1542|1544|1693|2569|3723
4936::Jochen Nickel::760|989|2493
4937::Vince Vaughn::524|1060|1544|1628|1807|2166|2280|3863
4938::Vanessa Lee Chester::262|801|1544|2485
4939::Téa Leoni::125|145|383|1876|3255
4940::Trevor Morgan::1826|2762|3753
4941::Alessandro Nivola::1498|1573|2842|3079|3571|3719
4942::John Diehl::14|201|316|350|503|805|835|1129|1312|1436|1626|1663|2281|2441|3020|3051|3518
4943::Bruce A. Young::200|340|422|802|1053|1092|2418|2474|2915
4944::Taylor Nichols::11|109|160|417|1836|1966|3298
4952::Nancy Foy::2757
4955::Dario Argento::3587
4958::Henry Fonda::1124|1203|1209|2182|2523|2526|2935|3035|3062|3095|3778
4959::Claudia Cardinale::1209|1251|2970|3002
4960::Charles Bronson::1209|1262|2737|2944|3073|3430|3431|3432|3433|3434
4961::Gabriele Ferzetti::1209|2074|3633
4962::Paolo Stoppa::1209
4963::Woody Strode::303|1209|2669|2728
4964::Hal Ashby::1235|1292|3200
4965::Jack Elam::1209|1283|2016|2055|3311
4966::Keenan Wynn::1011|1083|1209|1248|2005|2015|2095|2098|2303|3024|3806|3922
4968::Frank Wolff::1209|3416
4969::Lionel Stander::1205|1209|3217|3377
4970::Ruth Gordon::1235|2160|2240
4971::Bud Cort::399|634|1235|1294|2071|2838|3052|3786|3825
4973::Cyril Cusack::1185|1235|2117|3028|3259
4974::Charles Tyner::1030|1235|1276|2177|3074|3508
4975::Ellen Geer::349|381|802|1235|1726|1837|2097|2316|3256
4976::Eric Christmas::1235|1592|1713|3688|3689|3690
4977::G. Wood::1235|1294
4978::Judy Engles::1235
4979::Shari Summers::289|1235
4987::Omar Epps::63|358|511|1717|2507|2568|2714|2812|3554
4989::Masaya Katō::1882
4990::Susumu Terajima::1217|1809|2624
4991::Royale Watkins::1556|1622
4992::Lombardo Boyar::3717
4994::Ryo Ishibashi::78
4995::James Shigeta::1036|1907
4996::Tatyana Ali::1620|2471|2500
5004::Omar Sharif::1204|2067|2826|3806
5006::Madison Eginton::2712|3830
5007::Jackie Sawiris::2712
5008::Leslie Lowe::2712
5010::Todd Field::523|736|803|2244|2703|2712|2719
5011::Michael Doven::2712
5012::Sky du Mont::1233|2712|3204
5015::Brian W. Cook::2712
5020::Leon Vitali::2712|2730
5023::Julienne Davis::2712
5024::Marie Richardson::2712
5025::Vinessa Shaw::2052|2712
5029::Robert Siodmak::3849
5040::Ernö Verebes::946
5041::Ivan Triesault::755|925|930|2636
5042::Alex Minotis::930
5043::Eberhard Krumschmidt::930
5044::Fred Nurney::925|930
5047::Veronica Cartwright::606|1214|1231|1333|1604|2046|2260|2855
5048::Harry Dean Stanton::135|1129|1135|1214|1221|1276|1305|1600|1626|1884|1965|2022|2086|2145|2182|2246|2255|2310|2517|2669|2778|2966|3147|3262|3441|3836
5049::John Hurt::151|210|444|530|714|1214|1584|1794|1949|2033|2116|2117|2138|2301|2313|2751|2876|3033|3287|3498
5050::Yaphet Kotto::64|512|1214|1973|2764|2991|3104|3304|3698
5051::Bolaji Badejo::1214
5052::Helen Horton::1214|2642|2928
5059::Leslie Dilley::1616|1876
5063::Joseph Ragno::318|761|798|2988|3235
5064::Meryl Streep::105|113|376|469|1096|1244|1263|1399|1955|1959|2272|2341|2417|2758|2996|3211|3258|3358|3392
5077::Valeria Bruni Tedeschi::302|1664|3636
5082::Jacques Bonnaffé::2591|2833
5090::Adrian Grenier::2356|2766|2888|3858
5129::Paul Reubens::87|551|837|1220|1377|1551|1911|2046|2723|3041|3264|3608
5130::Cristi Conaway::1377|1430
5131::Diane Salinger::84|191|1377|1705|2266|2749|3608
5139::Robert Englund::366|1347|1623|1822|1969|1970|1971|1972|1973|2279|2298|3294
5140::Wes Craven::366|397|1407|3273
5141::Heather Langenkamp::366|1347|1970
5144::Ronald Bass::381
5145::Jack Murdock::1961|3731
5146::Michael D. Roberts::1961
5147::Ralph Seymour::879|1961|2371|3041|3608
5148::Lucinda Jenney::25|498|742|988|1567|1586|1667|1961|2297|2316|2469|2546|2678|2865|3418|3900
5149::Bonnie Hunt::2|27|289|440|734|1393|1854|1961|2355|2906|3147|3512
5150::Kim Robillard::434|1518|1833|1961|2385|3197
5151::Beth Grant::190|203|377|432|805|1624|1880|1911|1961|1992|2168|2898|3686|3810
5152::Dolan Dougherty::1961
5153::Marshall Dougherty::1961
5154::Patrick Dougherty::1961
5156::Peter Dougherty::1961
5157::Andrew Dougherty::1961
5158::Loretta Wendt Jolivette::1961
5159::Donald E. Jones::1961
5160::Bryon P. Caunar::1961
5161::Donna J. Dickson::1961
5162::Mark Johnson::3448
5168::Gabriel Byrne::50|131|261|536|554|714|1245|1313|1400|1480|1801|1881|2007|2353|2840|2872|3113|3459|3518
5169::J.E. Freeman::22|361|1245|1563|1690|2463|2580|3256
5170::Mike Starr::64|159|231|235|295|423|429|554|661|1213|1245|1351|1601|2126|2368|2375|2415|2631|2702|2750|2787|2796|3098|3257
5171::Al Mancini::1245|2384|2592|2944|3020
5172::Richard Woods::252|471|1245|1614
5174::Barry Sonnenfeld::21|410|3683
5176::Sam McMurray::410|460|1167|1394|1843|2108|2423|2555|2568|2718
5177::Randall "Tex" Cobb::344|370|1394|1485|2372|2381|2735|3428
5178::T.J. Kuhn::1394
5179::Lynne Kitei::1394
5182::John Williams::915|933|1086|2055
5183::Brigitte Auber::933|1801
5185::Jean Martinelli::933
5186::Georgette Anys::933
5204::Jürgen Tonkel::654
5211::Jeff Fischer::3615
5216::Gus Van Sant::1611|3019
5221::Ray Monge::3019
5222::Robert Lee Pitchlynn::1611|3019
5228::Herbert Grönemeyer::1233
5229::Klaus Wennemann::1233
5230::Hubertus Bengsch::1233
5231::Wolfgang Petersen::2161
5232::Martin May::1233
5233::Heinz Hoenig::1233
5234::Claude-Oliver Rudolph::1233|3082
5235::Jan Fedder::1233
5247::John Fiedler::1023|1033|1203|2090|2095|3034|3287|3350|3494|3507
5248::Lee J. Cobb::1203|1945|1997|3427|3806
5249::E.G. Marshall::14|1203|1459|2423|2641|3016|3066|3372|3491|3813
5250::Jack Klugman::1203|1946
5251::Jack Warden::52|81|339|348|463|619|1203|1292|1679|1944|2195|2253|2537|2670|2779|2798|2799|2831|3068|3099|3197|3397|3420|3428|3861
5252::Joseph Sweeney::898|1203
5254::George Voskovec::1203|1286
5255::Robert Webber::1135|1203|2944|3073
5257::Billy Nelson::1203
5258::John Savoca::1203
5259::George Justin::1252|3099
5266::Rüdiger Vogler::643|1306|3720|3892|3920
5274::Patrick Bauchau::349|503|823|2024|2071|2376|2725|3863
5281::Spike Lee::159|246|352|639|1147|2270|2702|3246|3422|3423|3424|3425|3426
5286::Jonathan Filley::1387
5292::Denzel Washington::161|164|338|497|508|647|1242|1363|1754|1840|2334|2350|2803|2852|3005|3178|3246|3425|3916
5293::Willem Dafoe::331|349|851|1071|1090|1183|1556|2022|2439|2600|2873|2892|3275|3535|3550|3810|3920
5294::Chiwetel Ejiofor::1693
5298::Victor Colicchio::348|2471|2702
5300::Peter Frechette::830|1381|2257
5302::Gerry Vichi::100
5303::Rafael Osorio::3943
5304::Rodney "Bear" Jackson::3178|3943
5309::Judi Dench::10|638|1224|1296|1411|1643|1722|2396|2436|3082
5311::Hélène Cardona::994|1685|2278
5312::Hugh O'Conor::117|552|1185|2992
5313::Lena Olin::498|521|1071|1295|1404|2007|2068|2723|3355
5315::Victoire Thivisol::1545
5319::Ron Cook::1041|1173|3163
5320::Leslie Caron::900|938|3446
5341::Richard Burton::1998|2117|2132|3028|3062|3073|3366
5342::Mike Nichols::1543
5344::Meg Ryan::43|236|252|381|451|539|647|1093|1101|1307|1323|1541|1688|1835|2424|2435|2458|3197|3299
5346::Dan Futterman::141|1314|1755|3108|3903
5349::Craig Archibald::1612
5359::Mychael Danna::1719
5365::Clifton Collins Jr.::42|493|510|637|1609|1769|2112|2619|3050|3482|3950
5367::Zach Braff::492|3914
5372::Ron Leibman::1404|2510
5376::Jean Smart::585|1015|1837|2885|3286|3784
5378::Pamela Abdy::3174
5381::Michael Shamberg::3408
5384::Method Man::192|725|1470|1589|1609|2332|3509|3750
5401::Anthony Quinn::207|485|795|1204|3172|3426|3654
5402::Giulietta Masina::2351
5403::Richard Basehart::1152|1292|3404
5404::Aldo Silvani::970|1287|2351
5409::Mario Passante::2351|3205
5411::Sanaa Lathan::2167|2587|2714|2975|3554|3883
5414::Colin Salmon::712|1722|3082
5417::Carsten Nørgaard::2042|2322
5418::Hubert Koundé::97|582
5419::Saïd Taghmaoui::97|2590|2890
5420::Abdel Ahmed Ghili::97
5422::Solo::97
5423::Joseph Momo::97
5424::Héloïse Rauth::97|582
5425::Christophe Rossignon::97
5435::Virginie Montel::97
5440::François Levantal::97
5441::Édouard Montoute::97
5442::Benoît Magimel::97|1116|1415
5443::Vincent Lindon::97|2063|2544
5444::Philippe Nahon::97|2557|3407
5445::Zinedine Soualem::97|1571
5457::Roy Atwell::594
5460::Adriana Caselotti::594|919|953
5461::Eddie Collins::594
5462::Pinto Colvig::594|919|1024|1032|2096|2899|3611|3759
5463::Marion Darlington::594|596|1022|1026|2018
5464::Billy Gilbert::594|951|1281|3599|3759
5465::Otis Harlan::594|2018
5469::Ralph Fiennes::198|300|527|1183|2153|2394|3125|3161|3720
5470::Kristin Scott Thomas::41|59|85|347|357|648|790|984|1183|1727|2906|3580
5471::Naveen Andrews::1183|1475|2429
5472::Colin Firth::222|578|1183|1624|2396|2711|2962
5473::Julian Wadham::272|1183|2191|3094
5474::Kevin Whately::1183
5475::Clive Merrison::148|247|1183|3580|3831
5476::Nino Castelnuovo::199|1183
5477::Hichem Rostom::1183
5478::Peter Rühring::654|1183|2562
5479::Geordie Johnson::1183
5480::Torri Higginson::1183
5481::Liisa Repo-Martell::1183|1266
5482::Raymond Coulthard::838|1183|2083
5483::Philip Whitchurch::1183
5494::Gary Jones::577
5502::Bill Nunn::20|81|606|695|886|1003|1242|1620|1667|1840|2584|2691|3208|3247|3423|3424|3425|3853
5503::Gabrielle Anwar::81|426|453|552|3252
5504::Michael Nicolosi::81
5507::Ronnie Yeskel::1665
5528::William Moseley::254
5529::Anna Popplewell::3079
5531::Kiran Shah::1198|2140|2143|3459
5533::Elizabeth Hawthorne::799
5538::Ray Winstone::263|1846|2834|3124|3150
5539::Dawn French::828
5546::Jim May::1762
5549::Isis Mussenden::798
5563::James Coburn::368|786|788|911|1262|1379|1501|2289|2439|2490|3248|3339|3396
5567::Romolo Valli::674|1362
5569::Vivienne Chandler::1206|2414|3221
5571::Giulio Battiferri::3089
5576::Val Kilmer::6|33|153|553|555|880|1049|1093|1101|1297|1479|2193|2394|2445|2963
5577::Chris O'Donnell::153|179|222|425|552|1006|1271|1398|1562|2250|2583|3004|3252
5578::Debi Mazar::153|348|543|639|1051|1093|1213|1439|1529|1600|1798|2253|2631|3006|3246|3261|3426|3477
5579::Elizabeth Sanders::153|1377|1562
5586::Yeardley Smith::1784|2119|2253|3400
5587::Hank Azaria::6|27|141|300|597|1500|1688|1735|1824|1882|2356|2723|2889
5588::Alicia Silverstone::39|217|240|695|1562|1605|2496|3719|3835
5589::John Glover::407|1230|1535|1562|2004|2475|2490|2986|2988|3087
5590::Elle Macpherson::118|537|613|1353|1562|1615|2811
5601::Sarah Trigger::81|228|2112|2514
5602::David Lynch::184|2021|3262
5605::Richard Farnsworth::459|484|1007|2430|2966|3098|3141|3198|3499
5606::Sissy Spacek::767|1345|2111|2415|2439|2496|2548|2738|2966|3109|3112|3386|3713|3741
5607::Jane Galloway Heitz::2966
5608::Joseph A. Carpenter::2966
5609::Donald Wiegert::2966
5610::Tracey Maloney::2966
5611::Dan Flannery::2966
5612::Ed Grennan::2966
5613::Jack Walsh::697|705|2361|2391|2966|3676
5614::Gil Pearson::2966
5615::Barbara June Patterson::2966
5616::Everett McGill::204|1390|2021|2476|2966|2990|3036
5617::James Cada::2718|2966
5618::Barbara Kingsley::2966|3453
5619::Jim Haun::2966
5620::Kevin Farley::88|333|1431|2195|2335|2508|2809|2966
5621::John Farley::88|333|1431|1887|2335|2508|2966
5622::Leroy Swadley::2966
5623::Ralph Feldhacker::2966
5628::Angelo Badalamenti::2076
5630::Jane Alderman::1996
5632::Jack Fisk::3676
5646::Justus von Dohnányi::2882|3082
5656::Noah Baumbach::72|1906
5657::Anjelica Huston::78|294|410|492|1179|1193|1288|1916|2071|2124|2125|2199|2973|3124|3529|3685|3756
5658::Michael Gambon::92|211|385|433|816|979|1173|1578|1683|2101|2253|2341|2760|2893|3006|3081|3402|3570
5675::Anastasia Webb::2966
5676::Marcello Mastroianni::305|584|1143|1251|1915|3655
5677::John Lordan::2058|2966
5682::Anouk Aimée::305|1251|2969
5683::Sandra Milo::1251
5684::Rossella Falk::1251
5685::Barbara Steele::1251|2782|3024|3205
5686::Caterina Boratto::1251
5687::Eddra Gale::1247|1251|1286
5688::Guido Alberti::1251
5694::Robert Forster::732|1729|2034|2438|2525|2534|3190|3515|3752
5695::Sid Haig::1729
5698::Jessica Tandy::281|1271|1333|1962|2407|2408
5699::Patti LuPone::1674|1962|2702
5700::Esther Rolle::46|1343|1390|1465|1962|2434
5701::Joann Havrilla::1962
5702::William Hall Jr.::1962
5703::Clarice F. Geigerman::1962
5704::Muriel Moore::1682|1711|1962|2302|2352
5705::Sylvia Kaler::1962
5723::John Leguizamo::203|295|431|494|546|782|1059|1370|1456|1510|1591|1911|2631|2702|2963|3745
5724::Denis Leary::64|138|442|479|514|688|1430|1629|1747|1799|1812|1857|1920|2281|2355|2561|2763|3208|3747
5725::Goran Višnjić::1616|1670|2231|2316|3562
5726::Cedric the Entertainer::1776|3646|3865
5727::Diedrich Bader::419|2502
5729::Kim Novak::903|982|3199|3516|3678
5730::Barbara Bel Geddes::903
5731::Tom Helmore::903|2211|2226
5732::Henry Jones::903|1179|1304|2616|2699|2895|2967
5737::Raymond Bailey::903|915|982|1011|2015|2656|3605
5738::Ellen Corby::903|915|2047|2430|2895|3144|3314|3380|3849|3871
5739::Konstantin Shayne::903
5740::Lee Patrick::903|913|2612|3548
5764::Jean-Pierre Zola::3230|3369
